player,team,position,age,club,games,minutes,goals,assists,cards_yellow,cards_red,shots,shots_on_target,goals_per_shot,goals_per_shot_on_target,minutes_per_game,fouls,fouled,offsides,crosses,interceptions,tackles_won,goals_per_90,assist_per_90,cards_per_fouls_per_90,bad_discipline,age_binned
Diney,Cabo Verde,DF,31,Unattached,4,390,0,0,1,0,4,2,0.0,0.0,98.0,2,0,0,0,4,7,0.0,0.0,0.2307,0.2307,31-35
Garry Rodrigues,Cabo Verde,MF,35,Unattached,2,76,0,0,0,0,1,0,0.0,0.0,38.0,0,0,2,2,1,2,0.0,0.0,0.0,0.0,31-35
Gilson Benchimol,Cabo Verde,FW,24,Akron Tolyatti,2,78,0,0,0,0,0,0,0.0,0.0,39.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,21-25
Hélio Varela,Cabo Verde,FW,24,Unattached,3,104,1,0,0,0,3,1,0.33,1.0,35.0,1,2,1,1,0,0,0.865,0.0,0.0,0.0,21-25
Jamiro Monteiro,Cabo Verde,MF,32,Zwolle,4,281,0,0,0,0,5,1,0.0,0.0,70.0,4,2,0,7,4,4,0.0,0.0,0.0,0.0,31-35
Jovane Cabral,Cabo Verde,FW,28,Estrela,2,139,0,0,0,0,2,0,0.0,0.0,70.0,1,2,0,1,1,3,0.0,0.0,0.0,0.0,26-30
João Paulo Fernandes,Cabo Verde,DF,28,FCSB,2,105,0,0,0,0,2,0,0.0,0.0,53.0,0,4,0,5,6,1,0.0,0.0,0.0,0.0,26-30
Kevin Pina,Cabo Verde,MF,29,Krasnodar,4,349,1,0,1,0,5,1,0.2,1.0,87.0,5,3,0,2,3,7,0.2578,0.0,0.2578,0.2578,26-30
Laros Duarte,Cabo Verde,MF,29,Puskás Akad.,4,166,0,0,0,0,3,3,0.0,0.0,42.0,0,2,0,2,2,1,0.0,0.0,0.0,0.0,26-30
Nuno da Costa,Cabo Verde,FW,35,Başakşehir,4,159,0,0,0,0,1,0,0.0,0.0,40.0,0,3,0,1,1,2,0.0,0.0,0.0,0.0,31-35
Pico,Cabo Verde,DF,33,Shamrock,4,390,0,0,0,0,2,0,0.0,0.0,98.0,0,3,0,0,7,5,0.0,0.0,0.0,0.0,31-35
Ryan Mendes,Cabo Verde,FW,36,Unattached,4,330,0,1,0,0,6,0,0.0,0.0,83.0,1,2,2,3,5,2,0.0,0.2727,0.0,0.0,36-40
Sidny Lopes Cabral,Cabo Verde,DF,23,Benfica,3,285,1,0,2,0,4,2,0.25,0.5,95.0,2,9,0,12,4,2,0.3157,0.0,0.6313,0.6313,21-25
Steven Moreira,Cabo Verde,DF,31,Columbus Crew,4,301,0,0,0,0,2,0,0.0,0.0,75.0,0,2,0,4,2,3,0.0,0.0,0.0,0.0,31-35
Telmo Arcanjo,Cabo Verde,MF,24,Vit. Guimarães,2,57,0,0,0,0,0,0,0.0,0.0,29.0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,21-25
Vozinha,Cabo Verde,GK,40,Unattached,4,390,0,0,0,0,0,0,0.0,0.0,98.0,0,3,0,0,0,0,0.0,0.0,0.0,0.0,36-40
Wagner Pina,Cabo Verde,DF,23,Trabzonspor,1,89,0,0,1,0,1,0,0.0,0.0,89.0,1,3,0,2,1,0,0.0,0.0,1.012,1.012,21-25
Willy Semedo,Cabo Verde,FW,32,Unattached,3,131,0,0,0,0,3,0,0.0,0.0,44.0,4,2,0,2,3,0,0.0,0.0,0.0,0.0,31-35
Yannick,Cabo Verde,MF,30,Unattached,2,32,0,1,0,0,1,0,0.0,0.0,16.0,1,1,0,2,2,1,0.0,2.812,0.0,0.0,26-30
Ali Ahmed,Canada,MF,25,Norwich City,4,234,0,0,0,0,2,1,0.0,0.0,59.0,1,5,0,13,3,2,0.0,0.0,0.0,0.0,21-25
Alistair Johnston,Canada,DF,27,Celtic,5,450,0,0,1,0,5,2,0.0,0.0,90.0,5,4,0,19,6,2,0.0,0.0,0.2,0.2,26-30
Alphonso Davies,Canada,DF,25,Bayern Munich,1,16,0,0,0,0,0,0,0.0,0.0,16.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21-25
Cyle Larin,Canada,FW,31,Mallorca,4,190,2,0,2,0,9,4,0.22,0.5,48.0,5,1,3,0,0,0,0.9473,0.0,0.9473,0.9473,31-35
Derek Cornelius,Canada,DF,28,Marseille,4,315,0,0,1,0,5,1,0.0,0.0,79.0,4,3,0,1,2,3,0.0,0.0,0.2856,0.2856,26-30
Ismaël Koné,Canada,MF,23,Sassuolo,2,146,0,0,0,0,2,0,0.0,0.0,73.0,1,3,0,3,3,2,0.0,0.0,0.0,0.0,21-25
Jacob Shaffelburg,Canada,MF,26,LAFC,5,92,0,0,0,0,3,0,0.0,0.0,18.0,2,1,0,18,2,1,0.0,0.0,0.0,0.0,26-30
Jayden Nelson,Canada,FW,23,Austin FC,1,4,0,0,0,0,1,0,0.0,0.0,4.0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,21-25
Jonathan David,Canada,FW,26,Juventus,5,420,3,0,1,0,18,8,0.17,0.375,84.0,5,5,0,3,3,1,0.643,0.0,0.2142,0.2142,26-30
Jonathan Osorio,Canada,MF,34,Toronto FC,2,5,0,0,0,0,1,0,0.0,0.0,3.0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,31-35
Liam Millar,Canada,MF,26,Hull City,3,162,0,0,1,0,1,0,0.0,0.0,54.0,3,1,0,10,0,4,0.0,0.0,0.5557,0.5557,26-30
Luc De Fougerolles,Canada,DF,20,Fulham,5,372,0,0,2,0,3,1,0.0,0.0,74.0,8,8,0,1,2,6,0.0,0.0,0.484,0.484,16-20
Mathieu Choinière,Canada,MF,27,LAFC,1,57,0,0,0,0,0,0,0.0,0.0,57.0,1,1,0,4,2,1,0.0,0.0,0.0,0.0,26-30
Maxime Crépeau,Canada,GK,32,Orlando City,5,450,0,0,0,0,0,0,0.0,0.0,90.0,1,1,0,0,0,1,0.0,0.0,0.0,0.0,31-35
Moïse Bombito,Canada,DF,26,Nice,3,193,0,0,0,0,1,1,0.0,0.0,64.0,2,0,0,0,1,0,0.0,0.0,0.0,0.0,26-30
Nathan Saliba,Canada,MF,22,Anderlecht,3,182,1,2,1,0,3,1,0.33,1.0,61.0,5,2,0,2,4,4,0.4944,0.989,0.4944,0.4944,21-25
Niko Sigur,Canada,MF,22,Hajduk Split,3,126,0,0,1,0,1,0,0.0,0.0,42.0,5,1,0,5,0,1,0.0,0.0,0.7144,0.7144,21-25
Promise David,Canada,FW,24,Union SG,4,80,1,1,0,0,5,3,0.2,0.3333,20.0,4,2,0,0,1,1,1.125,1.125,0.0,0.0,21-25
Richie Laryea,Canada,DF,31,Toronto FC,5,429,0,0,1,0,2,1,0.0,0.0,86.0,8,14,1,2,2,9,0.0,0.0,0.2098,0.2098,31-35
Stephen Eustáquio,Canada,MF,29,Porto,5,392,1,0,0,0,4,1,0.25,1.0,78.0,2,7,0,45,3,5,0.2296,0.0,0.0,0.0,26-30
Tajon Buchanan,Canada,MF,27,Villarreal,5,376,0,0,0,0,6,3,0.0,0.0,75.0,5,8,2,16,1,5,0.0,0.0,0.0,0.0,26-30
Tani Oluwaseyi,Canada,FW,26,Villarreal,5,259,0,0,0,0,8,4,0.0,0.0,52.0,5,5,1,2,0,3,0.0,0.0,0.0,0.0,26-30
Andrés Gómez,Colombia,MF,23,Vasco da Gama,1,1,0,0,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,21-25
Camilo Vargas,Colombia,GK,37,Atlas,5,480,0,0,0,0,0,0,0.0,0.0,96.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,36-40
Cucho,Colombia,FW,27,Real Betis,2,50,0,1,0,0,1,0,0.0,0.0,25.0,0,1,0,1,0,0,0.0,1.8,0.0,0.0,26-30
Daniel Muñoz,Colombia,DF,30,Crystal Palace,5,394,2,0,0,0,3,2,0.67,1.0,79.0,9,1,3,8,7,3,0.4568,0.0,0.0,0.0,26-30
Davinson Sánchez,Colombia,DF,30,Galatasaray,5,480,0,0,1,0,6,2,0.0,0.0,96.0,6,5,1,0,6,2,0.0,0.0,0.1875,0.1875,26-30
Deiver Machado,Colombia,DF,32,Nantes,1,90,0,0,0,0,0,0,0.0,0.0,90.0,1,2,0,1,2,0,0.0,0.0,0.0,0.0,31-35
Gustavo Puerta,Colombia,MF,22,Racing Sant,5,469,0,1,1,0,14,5,0.0,0.0,94.0,9,8,0,2,3,3,0.0,0.1919,0.1919,0.1919,21-25
James Rodríguez,Colombia,FW,34,Minnesota Utd,5,313,0,0,0,0,6,3,0.0,0.0,63.0,0,5,0,18,1,1,0.0,0.0,0.0,0.0,31-35
Jaminton Campaz,Colombia,FW,26,Rosario Central,3,75,1,0,0,0,6,3,0.17,0.3333,25.0,2,3,2,2,0,1,1.2,0.0,0.0,0.0,26-30
Jefferson Lerma,Colombia,MF,31,Crystal Palace,5,410,0,0,1,0,5,1,0.0,0.0,82.0,6,5,0,1,5,1,0.0,0.0,0.2195,0.2195,31-35
Jhon Arias,Colombia,MF,28,Palmeiras,5,377,1,0,1,0,9,4,0.11,0.25,75.0,5,2,0,5,2,9,0.2388,0.0,0.2388,0.2388,26-30
Jhon Córdoba,Colombia,FW,33,Krasnodar,3,99,0,0,0,0,2,1,0.0,0.0,33.0,1,2,2,0,0,0,0.0,0.0,0.0,0.0,31-35
Jhon Lucumí,Colombia,DF,27,Bologna,5,478,0,0,1,0,2,0,0.0,0.0,96.0,5,0,0,0,5,2,0.0,0.0,0.1882,0.1882,26-30
Johan Mojica,Colombia,DF,33,Mallorca,4,390,0,0,1,0,3,2,0.0,0.0,98.0,1,7,1,11,3,3,0.0,0.0,0.2307,0.2307,31-35
Juan Quintero,Colombia,FW,33,River Plate,4,121,0,1,0,0,4,0,0.0,0.0,30.0,0,1,0,12,0,0,0.0,0.7437,0.0,0.0,31-35
Kevin Castaño,Colombia,MF,25,River Plate,2,16,0,0,0,0,0,0,0.0,0.0,8.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21-25
Luis Díaz,Colombia,FW,29,Bayern Munich,5,478,1,1,0,0,19,6,0.05,0.1666,96.0,7,9,9,4,1,0,0.1882,0.1882,0.0,0.0,26-30
Luis Suárez,Colombia,FW,28,Sporting CP,5,331,0,1,1,0,9,0,0.0,0.0,66.0,7,8,1,2,0,4,0.0,0.272,0.272,0.272,26-30
Richard Ríos,Colombia,MF,26,Benfica,5,140,0,0,1,0,5,1,0.0,0.0,28.0,10,4,0,1,1,2,0.0,0.0,0.643,0.643,26-30
Santiago Arias,Colombia,DF,34,Independiente,1,86,0,0,0,0,0,0,0.0,0.0,86.0,1,0,0,2,1,2,0.0,0.0,0.0,0.0,31-35
Yerry Mina,Colombia,DF,31,Cagliari,1,2,0,0,0,0,0,0,0.0,0.0,2.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Aaron Wan-Bissaka,Congo DR,DF,28,West Ham,4,354,0,0,0,0,0,0,0.0,0.0,89.0,1,1,1,6,7,4,0.0,0.0,0.0,0.0,26-30
Arthur Masuaku,Congo DR,DF,32,Lens,4,315,0,1,0,0,0,0,0.0,0.0,79.0,0,4,0,12,0,5,0.0,0.2856,0.0,0.0,31-35
Axel Tuanzebe,Congo DR,DF,28,Burnley,4,360,0,0,0,0,0,0,0.0,0.0,90.0,3,3,0,0,1,2,0.0,0.0,0.0,0.0,26-30
Brian Cipenga,Congo DR,MF,28,Castellón,2,146,1,0,0,0,6,1,0.17,1.0,73.0,2,1,1,9,0,2,0.616,0.0,0.0,0.0,26-30
Chancel Mbemba,Congo DR,DF,31,Lille,4,360,0,1,1,0,1,0,0.0,0.0,90.0,1,3,0,4,1,3,0.0,0.25,0.25,0.25,31-35
Charles Pickel,Congo DR,DF,29,Espanyol,2,35,0,0,1,0,1,0,0.0,0.0,18.0,2,1,0,0,0,0,0.0,0.0,2.572,2.572,26-30
Cédric Bakambu,Congo DR,FW,35,Real Betis,3,190,0,0,0,0,3,0,0.0,0.0,63.0,2,1,4,1,0,0,0.0,0.0,0.0,0.0,31-35
Edo Kayembe,Congo DR,MF,28,Watford,3,160,0,0,0,0,2,1,0.0,0.0,53.0,5,3,0,2,0,1,0.0,0.0,0.0,0.0,26-30
Fiston Mayele,Congo DR,FW,31,Unattached,2,42,1,0,0,0,5,1,0.2,1.0,21.0,1,1,1,0,0,0,2.143,0.0,0.0,0.0,31-35
Gédéon Kalulu,Congo DR,DF,28,Unattached,1,6,0,0,0,0,0,0,0.0,0.0,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Joris Kayembe,Congo DR,DF,31,Genk,4,45,0,0,0,0,1,0,0.0,0.0,11.0,0,1,0,3,4,4,0.0,0.0,0.0,0.0,31-35
Lionel Mpasi,Congo DR,GK,31,Le Havre,4,360,0,0,0,0,0,0,0.0,0.0,90.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Meschak Elia,Congo DR,FW,28,Alanyaspor,2,46,0,1,0,0,2,1,0.0,0.0,23.0,2,0,0,2,1,0,0.0,1.956,0.0,0.0,26-30
Nathanaël Mbuku,Congo DR,MF,24,Montpellier,3,143,0,0,1,0,3,2,0.0,0.0,48.0,4,8,0,14,0,3,0.0,0.0,0.6294,0.6294,21-25
Ngal'Ayel Mukau,Congo DR,MF,21,Lille,4,195,0,0,0,0,1,0,0.0,0.0,49.0,3,4,1,0,3,2,0.0,0.0,0.0,0.0,21-25
Noah Sadiki,Congo DR,MF,21,Sunderland,4,259,0,0,2,0,0,0,0.0,0.0,65.0,2,3,0,1,2,4,0.0,0.0,0.695,0.695,21-25
Samuel Moutoussamy,Congo DR,MF,29,Atromitos,4,330,0,0,1,0,3,0,0.0,0.0,83.0,8,1,0,1,1,8,0.0,0.0,0.2727,0.2727,26-30
Simon Banza,Congo DR,FW,29,Unattached,2,40,0,0,0,0,0,0,0.0,0.0,20.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,26-30
Steve Kapuadi,Congo DR,DF,28,Widzew Łódź,2,180,0,0,0,0,1,0,0.0,0.0,90.0,2,0,0,0,1,1,0.0,0.0,0.0,0.0,26-30
Theo Bongonda,Congo DR,FW,30,Spartak Moscow,2,34,0,0,0,0,1,0,0.0,0.0,17.0,0,1,0,2,1,0,0.0,0.0,0.0,0.0,26-30
Yoane Wissa,Congo DR,FW,29,Newcastle,4,360,3,0,0,0,11,3,0.18,1.0,90.0,5,9,1,0,0,1,0.75,0.0,0.0,0.0,26-30
Andrej Kramarić,Croatia,FW,34,Hoffenheim,3,59,0,0,0,0,1,0,0.0,0.0,20.0,0,0,1,2,0,1,0.0,0.0,0.0,0.0,31-35
Ante Budimir,Croatia,FW,34,Osasuna,3,155,1,0,0,0,3,1,0.33,1.0,52.0,6,4,0,0,0,1,0.5806,0.0,0.0,0.0,31-35
Dominik Livaković,Croatia,GK,31,Dinamo Zagreb,4,360,0,0,0,0,0,0,0.0,0.0,90.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Igor Matanović,Croatia,FW,23,Freiburg,3,95,0,0,0,0,4,2,0.0,0.0,32.0,4,3,1,0,0,0,0.0,0.0,0.0,0.0,21-25
Ivan Perišić,Croatia,MF,37,PSV,4,360,1,1,2,0,2,2,0.5,0.5,90.0,4,1,0,20,4,4,0.25,0.25,0.5,0.5,36-40
Josip Stanišić,Croatia,DF,26,Bayern Munich,4,360,0,1,0,0,0,0,0.0,0.0,90.0,0,4,0,7,5,2,0.0,0.25,0.0,0.0,26-30
Josip Šutalo,Croatia,DF,26,Ajax,4,360,0,0,0,0,1,0,0.0,0.0,90.0,2,1,0,0,6,4,0.0,0.0,0.0,0.0,26-30
Joško Gvardiol,Croatia,DF,24,Manchester City,4,139,0,0,0,0,1,0,0.0,0.0,35.0,2,3,0,0,2,2,0.0,0.0,0.0,0.0,21-25
Luka Modrić,Croatia,MF,40,Milan,4,317,0,1,1,0,1,0,0.0,0.0,79.0,4,3,0,11,0,3,0.0,0.284,0.284,0.284,36-40
Luka Sučić,Croatia,FW,23,Real Sociedad,1,19,0,0,0,0,1,0,0.0,0.0,19.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21-25
Luka Vušković,Croatia,DF,19,Hamburger SV,1,65,0,0,0,0,0,0,0.0,0.0,65.0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,16-20
Marco Pašalić,Croatia,MF,25,Orlando City,3,99,0,0,0,0,3,2,0.0,0.0,33.0,0,2,2,11,1,2,0.0,0.0,0.0,0.0,21-25
Marin Pongračić,Croatia,DF,28,Fiorentina,3,270,0,0,0,0,1,0,0.0,0.0,90.0,3,0,0,0,0,3,0.0,0.0,0.0,0.0,26-30
Mario Pašalić,Croatia,MF,31,Atalanta,4,123,0,0,0,0,4,1,0.0,0.0,31.0,2,0,1,1,1,1,0.0,0.0,0.0,0.0,31-35
Martin Baturina,Croatia,MF,23,Como,4,321,1,0,0,0,3,1,0.33,1.0,80.0,1,14,0,8,1,2,0.2803,0.0,0.0,0.0,21-25
Mateo Kovačić,Croatia,MF,32,Manchester City,4,270,0,1,0,0,5,4,0.0,0.0,68.0,3,3,0,0,2,3,0.0,0.3333,0.0,0.0,31-35
Nikola Vlašić,Croatia,MF,28,Torino,3,189,1,0,0,0,3,1,0.33,1.0,63.0,5,0,2,3,1,2,0.476,0.0,0.0,0.0,26-30
Petar Musa,Croatia,FW,28,FC Dallas,2,110,1,0,0,0,1,1,1.0,1.0,55.0,1,1,0,0,0,0,0.8184,0.0,0.0,0.0,26-30
Petar Sučić,Croatia,MF,22,Inter,4,289,1,1,1,0,3,2,0.33,0.5,72.0,7,6,1,4,1,2,0.3115,0.3115,0.3115,0.3115,21-25
Armando Obispo,Curaçao,DF,27,PSV,3,270,0,0,0,0,0,0,0.0,0.0,90.0,1,0,1,0,7,1,0.0,0.0,0.0,0.0,26-30
Brandley Kuwas,Curaçao,FW,33,Volendam,1,1,0,0,0,0,0,0,0.0,0.0,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,31-35
Deveron Fonville,Curaçao,DF,23,NEC Nijmegen,3,241,0,0,0,0,0,0,0.0,0.0,80.0,2,3,0,0,5,3,0.0,0.0,0.0,0.0,21-25
Eloy Room,Curaçao,GK,37,Miami FC,3,270,0,0,0,0,0,0,0.0,0.0,90.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,36-40
Gervane Kastaneer,Curaçao,FW,30,Unattached,3,30,0,0,2,0,1,0,0.0,0.0,10.0,2,0,0,0,0,0,0.0,0.0,6.0,6.0,26-30
Godfried Roemeratoe,Curaçao,MF,26,RKC Waalwijk,1,7,0,0,0,0,0,0,0.0,0.0,7.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Jearl Margaritha,Curaçao,FW,26,Beveren,2,41,0,0,0,0,1,0,0.0,0.0,21.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Jeremy Antonisse,Curaçao,FW,24,AE Kifisia,2,75,0,0,0,0,1,0,0.0,0.0,38.0,0,0,0,8,0,1,0.0,0.0,0.0,0.0,21-25
Joshua Brenet,Curaçao,DF,32,Kayserispor,2,179,0,0,0,0,0,0,0.0,0.0,90.0,0,1,1,0,1,4,0.0,0.0,0.0,0.0,31-35
Juninho Bacuna,Curaçao,MF,28,Volendam,3,254,0,0,2,0,5,1,0.0,0.0,85.0,6,3,0,5,5,4,0.0,0.0,0.7085,0.7085,26-30
Juriën Gaari,Curaçao,DF,32,Unattached,2,166,0,0,1,0,2,0,0.0,0.0,83.0,4,1,0,0,2,2,0.0,0.0,0.542,0.542,31-35
Jürgen Locadia,Curaçao,FW,32,Miami FC,3,235,0,0,0,0,1,0,0.0,0.0,78.0,3,4,2,0,1,0,0.0,0.0,0.0,0.0,31-35
Kenji Gorré,Curaçao,FW,31,Unattached,1,16,0,0,0,0,0,0,0.0,0.0,16.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Leandro Bacuna,Curaçao,MF,34,Unattached,3,270,0,0,1,0,6,1,0.0,0.0,90.0,3,3,0,4,0,3,0.0,0.0,0.3333,0.3333,31-35
Livano Comenencia,Curaçao,MF,22,Zürich,3,233,1,0,1,0,5,2,0.2,0.5,78.0,4,1,0,1,11,1,0.3862,0.0,0.3862,0.3862,21-25
Riechedly Bazoer,Curaçao,DF,29,Konyaspor,1,90,0,0,0,0,0,0,0.0,0.0,90.0,2,0,0,0,1,1,0.0,0.0,0.0,0.0,26-30
Roshon van Eijma,Curaçao,DF,28,RKC Waalwijk,1,15,0,0,0,0,0,0,0.0,0.0,15.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Sherel Floranus,Curaçao,DF,27,Zwolle,3,270,0,0,0,0,2,0,0.0,0.0,90.0,2,0,1,0,4,6,0.0,0.0,0.0,0.0,26-30
Shurandy Sambo,Curaçao,DF,24,Sparta R.,1,1,0,0,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,21-25
Sontje Hansen,Curaçao,FW,24,Middlesbrough,1,45,0,0,0,0,1,1,0.0,0.0,45.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21-25
Tahith Chong,Curaçao,MF,26,Sheffield United,3,247,0,0,0,0,4,2,0.0,0.0,82.0,3,13,0,1,1,0,0.0,0.0,0.0,0.0,26-30
Tyrese Noslin,Curaçao,MF,23,Telstar,1,14,0,0,0,0,0,0,0.0,0.0,14.0,0,2,0,3,0,0,0.0,0.0,0.0,0.0,21-25
Adam Hložek,Czechia,FW,23,Hoffenheim,3,156,0,0,0,0,3,1,0.0,0.0,52.0,4,4,0,0,1,1,0.0,0.0,0.0,0.0,21-25
Alexandr Sojka,Czechia,MF,23,Viktoria Plzeň,3,141,0,1,0,0,0,0,0.0,0.0,47.0,0,2,0,6,2,1,0.0,0.638,0.0,0.0,21-25
David Douděra,Czechia,MF,28,Slavia Prague,1,90,0,0,0,0,4,0,0.0,0.0,90.0,0,1,0,5,1,0,0.0,0.0,0.0,0.0,26-30
David Zima,Czechia,DF,25,Slavia Prague,1,13,0,0,0,0,0,0,0.0,0.0,13.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21-25
Denis Višinský,Czechia,FW,23,Viktoria Plzeň,1,55,0,0,0,0,3,0,0.0,0.0,55.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,21-25
Jaroslav Zelený,Czechia,MF,33,Sparta Prague,2,126,0,0,0,0,1,0,0.0,0.0,63.0,0,2,0,4,0,0,0.0,0.0,0.0,0.0,31-35
Ladislav Krejčí,Czechia,DF,27,Wolves,3,270,1,0,1,0,5,1,0.2,1.0,90.0,6,2,0,2,1,3,0.3333,0.0,0.3333,0.3333,26-30
Lukáš Provod,Czechia,FW,29,Slavia Prague,3,122,0,0,0,0,1,0,0.0,0.0,41.0,2,1,1,5,1,3,0.0,0.0,0.0,0.0,26-30
Lukáš Červ,Czechia,MF,25,Viktoria Plzeň,2,163,0,0,0,0,3,2,0.0,0.0,82.0,3,3,0,0,0,3,0.0,0.0,0.0,0.0,21-25
Matej Kovar,Czechia,GK,26,PSV,3,270,0,0,0,0,0,0,0.0,0.0,90.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Michal Sadílek,Czechia,MF,27,Slavia Prague,3,183,1,0,0,0,7,3,0.14,0.3333,61.0,0,3,0,12,2,2,0.4917,0.0,0.0,0.0,26-30
Mojmír Chytil,Czechia,FW,27,Slavia Prague,1,7,0,0,0,0,0,0,0.0,0.0,7.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Patrik Schick,Czechia,FW,30,Leverkusen,3,180,0,0,0,0,2,1,0.0,0.0,60.0,1,3,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Pavel Šulc,Czechia,FW,25,Lyon,3,189,0,0,0,0,2,0,0.0,0.0,63.0,2,1,1,1,0,2,0.0,0.0,0.0,0.0,21-25
Robin Hranáč,Czechia,DF,26,Hoffenheim,3,270,0,0,0,0,0,0,0.0,0.0,90.0,6,0,0,1,1,0,0.0,0.0,0.0,0.0,26-30
Tomáš Chorý,Czechia,FW,31,Slavia Prague,2,31,0,0,0,0,0,0,0.0,0.0,16.0,2,1,0,0,0,0,0.0,0.0,0.0,0.0,31-35
